11;heuristic;19;428000;1;1;2;1;2;1;1;1;1;1;1;2;2;1;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;2;2;1;3;1;1;1;1;3;1;1;1;2;3;1;2;3;2;0;0;6;0;0;0;0;0;7;0;0;2;6;3;2;0;0;6;4;3;7;6;5;12;7;8;6;11;9;7;10;6;9;14;16;14;13;10;10;17;16;9;14;17;16;11;11;10;9;9;8;19
12;heuristic;20;436000;1;3;1;2;1;1;1;3;3;3;2;1;1;1;1;1;3;1;2;3;2;2;2;1;3;1;1;2;2;2;2;2;1;2;1;2;1;3;1;1;3;1;3;2;1;2;1;3;2;1;0;0;0;1;1;2;0;1;0;6;0;2;6;2;7;1;1;7;3;3;6;4;8;3;6;11;10;13;13;12;4;3;15;12;8;9;7;17;15;15;15;15;12;16;17;18;18;15;11;10;16;20
13;heuristic;18;464000;2;1;2;1;1;2;1;2;2;1;1;1;2;2;1;2;1;3;2;3;1;2;1;1;1;1;1;2;2;3;1;1;2;1;2;1;2;2;1;3;2;1;2;1;3;1;1;1;1;3;0;1;0;0;1;2;0;0;3;4;6;1;0;0;8;0;0;9;0;3;3;3;0;9;8;6;7;8;10;10;4;9;12;14;11;14;13;15;15;13;9;14;13;13;12;9;9;15;11;11;10;18
14;heuristic;23;437000;1;2;1;1;3;1;2;1;1;1;3;2;1;1;3;2;3;3;1;2;2;3;2;1;1;1;3;1;1;1;2;1;3;1;1;2;2;2;1;2;1;2;1;3;2;1;2;1;3;2;0;2;0;0;0;0;4;0;0;4;0;2;2;0;4;0;6;6;6;7;7;12;6;4;11;10;3;7;7;16;11;14;8;12;15;7;5;12;19;19;19;18;14;13;15;13;12;10;18;13;16;23
15;heuristic;18;431000;1;1;2;1;2;2;1;1;1;3;1;1;2;2;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;3;2;1;2;1;2;3;2;3;2;3;3;2;1;3;1;0;2;0;0;1;0;0;0;2;3;0;0;0;5;1;3;4;6;4;4;3;5;4;8;4;7;6;4;1;9;6;7;14;13;11;9;9;9;15;9;12;8;11;9;15;8;9;8;13;7;12;18
16;heuristic;19;396000;2;3;2;1;3;2;2;1;2;3;1;3;1;1;2;1;1;2;1;2;1;3;2;2;3;2;3;1;1;1;2;1;2;1;1;1;1;2;1;1;2;1;3;2;1;3;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;5;3;6;6;7;1;4;0;11;6;3;3;6;8;7;7;9;7;9;9;17;13;15;15;16;15;13;8;13;11;12;8;13;12;10;19
17;heuristic;18;344000;2;2;1;2;1;1;1;2;1;3;1;1;1;2;1;3;3;1;3;1;1;1;2;3;2;2;1;3;2;2;1;1;3;1;2;3;1;1;1;2;3;1;2;1;1;1;3;3;2;3;0;0;2;1;0;0;4;0;1;2;0;5;6;3;0;1;5;2;0;3;8;7;6;7;3;5;11;14;5;13;11;12;5;6;13;5;6;15;13;15;14;13;16;10;14;16;14;12;13;11;10;18
18;heuristic;22;366000;1;2;1;2;2;1;2;1;2;1;1;1;1;3;2;3;1;2;2;1;2;1;2;1;3;3;3;3;1;3;1;2;2;3;1;1;2;1;1;1;1;1;2;2;3;1;3;3;1;3;0;0;0;0;0;0;0;0;0;1;0;1;3;6;3;4;3;2;4;3;3;5;10;10;7;0;6;2;9;6;3;14;14;10;6;10;12;11;20;17;15;17;14;12;10;12;9;13;13;12;11;22
19;heuristic;19;4013000;1;1;2;1;1;1;1;2;1;1;2;3;2;2;1;2;1;1;3;3;3;3;3;1;2;2;2;1;2;2;2;2;2;1;3;3;2;1;1;3;1;1;3;2;1;2;2;2;2;3;0;0;0;0;3;2;0;0;0;1;2;4;0;0;7;3;3;0;0;3;1;3;2;3;7;8;7;5;10;8;7;4;11;9;13;13;7;12;10;12;5;16;18;10;15;16;12;11;12;15;10;19
20;heuristic;22;416000;1;1;1;3;2;1;3;3;3;1;3;2;1;2;2;2;1;3;3;2;1;2;1;1;2;1;2;2;2;1;2;3;1;1;1;2;1;3;2;2;1;1;2;3;1;3;1;3;3;3;0;0;0;0;0;0;0;0;0;2;0;2;3;8;6;4;0;10;3;2;2;4;2;10;8;9;6;10;10;3;12;14;10;10;10;12;19;15;14;15;19;19;16;15;14;15;15;13;12;10;2;22
21;heuristic;20;319000;1;1;1;1;2;2;1;1;1;2;3;2;2;1;2;3;1;1;1;1;1;3;2;2;1;3;1;1;1;2;1;1;2;2;1;1;1;1;1;2;1;3;2;2;3;1;1;1;1;3;0;0;0;0;0;3;0;0;1;1;0;3;3;6;4;0;0;2;4;2;10;7;4;0;4;4;4;9;2;14;11;11;15;16;17;13;13;15;14;7;9;17;6;12;10;9;10;7;9;11;5;20
22;heuristic;18;319000;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;3;3;2;2;2;1;2;1;3;1;1;1;2;1;1;2;3;1;1;1;2;3;1;1;2;0;0;0;0;0;0;0;0;2;0;0;5;2;2;2;1;5;2;8;7;7;5;9;8;2;8;2;0;7;10;8;8;10;8;5;15;16;15;15;10;17;10;10;9;17;15;12;9;8;11;9;18
23;heuristic;20;313000;1;1;3;1;2;2;1;2;1;3;3;1;1;1;1;1;2;1;1;1;3;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;3;1;3;1;1;2;3;1;3;2;3;1;3;1;0;0;1;5;1;2;0;2;6;1;2;1;8;6;8;11;12;5;10;7;8;7;11;10;6;5;8;16;14;10;11;11;9;19;18;18;16;14;18;17;17;12;13;13;19;9;13;9;14;7;15;20
24;heuristic;18;320000;1;1;2;2;1;1;1;1;2;1;1;1;3;1;2;1;3;1;3;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;3;3;1;1;1;1;1;1;0;0;0;0;0;0;6;0;4;0;3;7;4;0;0;0;4;3;3;3;3;6;9;3;9;8;8;12;10;12;7;14;15;17;14;11;16;15;15;16;12;12;11;10;11;8;11;8;9;11;8;18
25;heuristic;17;324000;1;1;1;1;1;1;2;1;1;2;1;2;1;3;1;1;1;1;1;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;0;0;3;0;0;0;0;0;0;3;0;2;3;2;0;7;3;7;4;4;3;7;6;8;8;3;4;7;8;6;6;7;10;4;12;16;14;15;9;12;11;13;9;15;14;14;6;14;4;8;11;17
26;heuristic;20;405000;3;1;2;1;2;1;1;2;1;1;1;1;1;1;2;2;1;2;2;3;2;1;1;1;1;2;2;1;1;2;3;3;1;1;1;2;3;2;1;1;1;1;2;1;1;1;2;1;3;1;0;0;0;0;0;0;0;0;4;0;3;1;0;3;5;2;2;3;3;5;0;6;5;4;7;10;10;5;7;11;10;8;9;9;11;9;7;5;15;13;13;17;13;15;13;19;11;13;16;8;8;20
27;heuristic;21;331000;1;1;1;1;1;3;1;1;1;3;2;3;3;3;1;1;2;1;3;1;1;2;1;2;1;1;2;3;2;1;2;2;1;1;1;1;1;1;3;2;1;3;3;1;1;1;1;1;2;1;0;0;0;0;0;4;0;0;0;4;0;8;5;0;0;6;5;0;6;0;11;8;0;9;6;8;9;6;7;11;14;10;15;15;14;17;15;15;18;12;15;15;13;12;12;12;10;10;12;13;6;21
28;heuristic;21;330000;1;3;2;3;1;1;2;2;1;3;2;1;2;1;2;1;1;1;3;1;1;1;1;1;2;1;3;3;2;1;3;2;1;1;1;2;1;2;1;1;2;1;1;1;2;2;1;1;1;2;0;0;0;0;0;0;4;9;5;0;0;10;8;4;4;10;10;8;4;5;10;15;7;9;7;0;13;7;10;10;12;7;14;12;13;13;16;15;16;18;17;15;16;18;17;16;15;17;15;14;13;21
29;heuristic;25;355000;1;1;1;1;2;1;2;2;2;3;1;2;2;3;3;1;3;2;1;3;2;2;2;1;2;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;3;2;1;2;2;3;3;1;1;0;0;0;0;0;0;7;0;2;0;0;7;1;2;2;1;3;0;11;13;10;10;7;13;9;5;13;14;9;21;14;15;13;13;11;7;2;24;20;20;17;21;14;17;21;13;17;15;12;22;14;25
30;heuristic;24;331000;1;1;1;1;1;1;1;1;3;2;1;1;2;1;1;2;1;1;1;1;3;1;1;1;2;1;1;1;1;2;1;3;1;1;1;1;1;1;1;2;1;2;2;3;2;2;2;1;3;1;0;0;2;0;1;1;0;9;2;4;2;0;8;9;9;10;5;10;9;16;7;2;11;9;10;16;11;13;5;14;14;16;10;10;17;21;23;19;22;23;17;18;14;20;17;19;19;19;22;12;16;24
31;heuristic;44;496000;3;3;3;1;3;2;2;1;3;2;3;2;3;2;2;3;3;3;3;3;3;2;2;2;1;3;3;3;2;2;3;1;1;3;3;3;2;3;3;2;3;3;1;3;3;3;2;1;1;2;0;0;0;0;5;0;7;0;8;0;0;9;0;13;8;10;0;4;7;13;22;17;18;27;11;20;24;13;17;13;30;19;24;27;34;34;28;38;34;37;40;23;30;30;32;35;33;33;22;28;28;44
32;heuristic;42;481000;2;3;2;3;2;3;2;1;3;2;3;3;3;1;3;2;3;1;1;1;3;3;2;3;3;3;1;1;2;3;3;1;3;3;1;3;3;2;1;3;3;3;1;3;2;1;3;3;3;3;0;0;3;4;0;8;7;9;0;0;0;12;8;9;19;8;11;4;17;12;15;10;4;22;0;18;19;21;36;17;22;18;18;17;31;39;40;22;34;39;30;29;32;39;29;40;39;28;28;30;27;42
33;heuristic;41;438000;3;2;2;1;1;3;2;3;2;2;3;3;1;1;3;2;2;3;3;2;2;1;3;3;1;1;1;3;1;3;3;1;1;3;3;3;2;3;3;3;1;3;3;3;3;3;3;3;2;3;0;2;0;0;0;10;3;0;3;5;11;11;2;2;0;2;4;22;11;8;18;16;11;16;3;1;17;17;17;21;19;13;16;18;21;22;31;35;30;26;31;27;33;31;31;20;33;25;26;27;22;41
34;heuristic;45;45000;3;2;1;3;3;3;3;1;3;3;2;3;1;2;1;2;3;3;3;3;3;3;3;3;2;2;1;1;3;2;1;3;3;3;2;3;2;1;3;1;3;3;1;1;1;3;3;3;3;3;0;0;0;8;0;0;0;0;4;10;8;6;8;16;14;13;6;0;15;9;14;16;23;22;22;10;32;26;34;25;26;37;31;31;25;23;18;39;41;39;41;37;37;40;35;40;25;26;31;26;30;45
35;heuristic;41;464000;3;3;1;3;3;3;2;1;1;3;3;2;2;1;1;2;3;3;3;3;1;1;2;3;3;3;2;3;3;2;1;3;3;3;2;1;3;3;1;3;3;2;3;3;3;2;2;3;3;2;0;2;2;0;3;2;5;8;0;12;5;0;0;15;5;8;11;12;17;14;11;13;10;0;14;13;19;24;20;17;15;33;30;29;36;29;31;32;27;40;36;30;27;22;25;24;20;40;32;22;39;41
36;heuristic;37;404000;2;3;1;3;1;3;3;3;3;3;1;2;3;3;3;3;3;2;1;3;3;3;2;1;2;1;1;1;1;1;1;3;3;1;3;3;2;2;3;3;1;2;2;3;1;2;2;3;3;2;0;0;0;0;6;0;3;0;5;0;0;12;16;13;8;7;6;3;7;17;18;18;3;11;13;4;19;23;19;18;16;17;24;13;18;26;27;28;30;27;28;25;25;32;31;23;33;28;25;18;23;37
37;heuristic;31;444000;2;2;3;3;2;2;1;1;1;3;3;1;3;2;3;1;1;3;3;3;1;1;3;3;3;1;3;3;3;3;3;3;1;3;1;3;3;3;1;3;2;3;3;2;2;3;1;2;3;3;0;0;0;0;1;4;0;0;2;0;2;4;8;0;4;5;18;18;12;5;4;19;19;6;11;10;19;10;12;9;9;18;9;21;23;28;21;25;21;28;21;19;23;21;22;21;18;17;12;20;21;31
38;heuristic;33;445000;2;2;3;3;2;1;1;2;3;3;3;3;3;3;1;3;2;1;2;3;3;3;2;3;1;1;1;1;3;1;1;3;3;2;3;3;3;1;3;3;1;1;1;2;1;3;3;1;3;2;0;0;0;3;0;1;0;0;1;4;6;0;4;6;4;14;6;15;14;8;6;9;4;14;14;11;10;19;3;17;20;28;22;13;30;22;23;23;29;23;22;32;32;31;17;19;22;16;15;20;23;33
39;heuristic;34;406000;3;3;3;2;3;2;2;2;1;3;1;3;3;3;1;1;3;1;2;3;2;2;3;2;2;1;3;2;2;2;3;1;3;1;3;3;3;3;2;1;3;3;3;1;3;3;3;1;2;2;0;0;0;0;1;0;0;11;0;0;0;9;1;3;10;10;6;8;17;11;3;4;13;8;15;20;22;12;5;20;19;15;31;25;24;24;25;21;21;32;31;29;20;24;32;23;22;13;23;17;19;34
40;heuristic;42;406000;3;2;1;3;3;2;1;3;2;1;3;3;2;1;1;3;3;3;1;2;3;3;3;3;3;1;1;1;1;3;2;3;3;1;1;3;1;3;1;1;2;3;3;1;3;1;3;3;3;3;0;0;0;0;0;3;1;4;0;8;7;10;9;10;0;8;11;9;15;15;4;15;21;11;18;16;10;8;27;31;19;11;23;19;10;2;32;37;33;38;41;30;28;29;26;32;40;23;24;34;25;42
41;heuristic;32;430000;1;2;1;1;1;1;1;1;1;2;1;1;3;2;1;1;1;3;1;1;1;1;1;1;1;1;3;2;3;3;1;1;1;1;2;1;3;1;3;1;3;1;3;1;3;2;1;3;1;1;0;0;0;0;1;3;2;4;0;0;2;6;4;7;6;3;2;10;9;7;1;6;11;10;10;15;14;11;11;9;20;14;19;9;3;29;27;19;29;18;28;19;27;15;28;18;22;17;20;18;14;32
42;heuristic;24;391000;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;3;1;1;1;2;2;2;3;1;1;1;1;3;3;3;1;1;1;2;1;1;1;1;1;3;2;1;1;1;1;1;1;1;1;1;0;0;0;0;7;4;8;6;5;5;6;0;0;6;7;7;7;13;10;4;11;10;11;9;12;14;16;19;9;9;7;14;15;17;20;18;22;18;22;18;22;17;17;23;15;19;22;14;16;18;16;24
43;heuristic;26;389000;1;3;3;1;2;1;1;1;1;2;2;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;2;2;2;1;3;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;0;4;0;0;0;0;4;0;1;0;9;1;2;5;8;4;3;7;8;12;8;13;12;10;2;11;13;14;12;1;11;15;13;21;20;13;15;18;22;25;24;18;24;22;12;17;24;16;25;17;25;26
44;heuristic;26;423000;1;1;2;2;1;1;1;1;2;1;1;1;1;3;1;2;1;3;1;1;1;1;3;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;2;3;1;2;0;4;0;3;2;0;0;3;3;3;1;0;0;2;4;1;10;5;4;12;8;10;9;11;14;11;12;14;12;13;8;25;21;22;23;18;20;22;15;25;24;22;21;14;13;21;24;24;16;19;13;26
45;heuristic;28;412000;2;2;1;1;1;3;1;1;3;2;1;1;1;1;3;1;2;1;3;1;2;1;1;1;2;2;2;1;1;1;2;1;1;1;1;2;1;1;1;2;1;1;3;1;1;3;3;2;1;1;0;0;4;0;0;0;2;0;1;4;4;5;12;4;7;8;4;9;5;2;12;12;3;13;21;14;12;2;14;18;12;9;22;19;21;17;13;22;24;23;20;23;26;19;22;20;19;20;23;14;26;28
46;heuristic;26;437000;1;3;2;2;2;1;1;1;1;1;1;1;1;3;1;3;3;2;3;1;2;1;3;2;2;1;2;1;3;1;3;3;3;3;2;1;3;1;1;3;3;3;3;2;2;1;2;1;2;1;0;4;0;1;3;0;2;0;0;0;6;8;6;3;3;8;2;2;5;9;7;8;5;9;8;11;7;13;13;0;15;12;11;11;13;23;25;20;19;23;16;16;16;20;20;24;20;15;15;13;10;26
47;heuristic;34;388000;1;2;2;1;1;1;3;3;2;3;1;1;3;1;1;2;2;1;1;2;3;2;1;3;1;2;3;2;2;3;2;1;2;1;2;1;3;3;1;2;3;1;2;1;1;1;1;3;1;1;0;1;0;0;0;2;1;0;3;5;2;0;3;5;0;6;4;3;10;11;6;7;11;5;6;15;17;10;16;15;21;19;20;16;32;24;30;23;22;31;28;23;33;30;22;19;22;28;22;23;31;34
48;heuristic;26;373000;1;1;1;1;3;1;1;2;3;3;1;1;1;2;2;2;1;3;3;1;2;1;1;1;2;1;3;3;1;3;2;1;1;1;1;1;2;3;1;2;1;1;2;2;1;1;3;1;3;1;0;0;0;2;4;3;0;0;4;1;3;1;2;0;6;7;10;12;13;1;10;7;12;13;19;15;11;9;10;14;10;10;13;19;23;25;21;21;15;16;21;23;24;14;18;20;21;14;19;14;18;26
49;heuristic;27;372000;1;1;2;1;1;2;1;1;3;2;3;1;2;2;3;3;1;1;2;1;2;2;2;3;3;1;1;1;3;1;1;1;1;2;1;3;1;3;2;3;2;2;3;1;1;1;3;2;1;2;0;0;0;2;2;0;1;0;5;2;10;3;4;4;8;6;4;8;12;8;1;10;7;10;9;13;13;14;16;15;3;20;15;16;16;20;14;22;20;21;17;23;24;17;25;26;21;20;23;17;16;27
50;heuristic;35;389000;3;1;1;2;3;1;3;2;1;3;3;2;3;1;1;2;2;1;1;2;1;1;2;3;3;1;1;1;1;1;1;1;1;1;3;1;3;2;1;1;1;3;1;3;2;2;3;3;2;3;0;0;0;0;2;1;1;3;3;2;3;2;0;12;0;10;12;11;11;18;16;10;18;20;3;18;22;20;16;16;21;22;19;14;32;25;33;23;30;28;34;34;22;32;23;29;25;22;24;24;12;35
51;heuristic;26;327000;2;2;1;2;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;0;0;0;0;0;1;6;2;9;5;4;5;10;6;4;6;14;0;5;11;1;6;7;12;11;5;11;11;16;15;24;19;22;18;23;24;15;22;16;23;19;17;25;21;17;20;17;13;15;15;21;26
52;heuristic;28;302000;1;1;1;1;1;1;3;2;1;1;2;1;3;1;1;1;1;1;1;3;3;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;3;1;1;3;1;1;1;2;1;2;1;1;3;1;0;0;0;1;0;0;0;3;5;5;10;7;4;0;3;2;16;3;16;9;9;7;5;17;21;17;16;21;13;18;19;22;19;22;9;13;9;17;11;24;21;24;23;19;23;26;24;26;23;11;18;28
53;heuristic;28;314000;1;1;1;1;1;1;2;3;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;3;1;1;1;2;1;1;1;1;1;1;0;0;0;0;5;6;1;0;1;7;9;9;11;2;6;2;11;16;12;10;13;13;8;10;17;12;11;13;19;26;22;17;24;24;21;26;23;26;24;23;18;17;18;22;19;24;21;20;19;16;13;28
54;heuristic;24;271000;1;2;1;1;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;2;3;1;2;1;1;3;2;1;1;1;1;3;1;1;3;1;3;1;3;1;2;3;1;1;1;2;1;1;3;0;0;0;0;4;1;7;0;1;2;2;6;0;7;7;8;11;8;5;2;4;10;6;1;6;12;13;10;15;18;17;12;11;15;21;21;14;20;12;22;15;20;11;11;22;23;23;20;14;13;14;24
55;heuristic;29;276000;2;1;2;1;1;2;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;3;3;2;1;1;1;1;1;1;1;1;2;1;1;2;1;3;1;3;1;3;1;1;0;0;0;0;2;0;0;3;5;7;7;0;4;7;6;7;4;8;2;12;9;10;9;18;8;9;13;12;14;12;14;14;25;23;28;26;23;22;19;23;22;28;18;20;19;15;25;25;15;14;13;29
56;heuristic;26;3806000;1;1;1;1;1;2;1;1;3;1;1;2;3;3;3;1;2;1;1;2;1;1;1;1;1;1;2;1;2;1;3;3;2;1;1;1;1;1;1;1;1;1;1;1;2;3;1;1;2;1;0;1;0;0;0;1;0;6;0;0;7;2;9;11;7;5;12;4;14;0;8;2;9;12;11;14;16;8;15;18;13;14;6;16;18;22;16;16;23;23;25;23;24;23;24;18;18;17;22;5;18;26
57;heuristic;30;346000;1;2;1;1;2;3;3;1;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;3;1;1;3;1;3;3;1;1;0;1;0;0;1;9;4;5;2;6;0;4;0;0;14;9;0;8;9;2;12;4;11;10;5;5;10;11;17;15;16;27;29;21;29;26;26;29;18;26;16;27;16;26;22;18;17;17;16;10;26;30
58;heuristic;23;345000;1;1;1;3;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;2;3;1;1;3;1;3;1;2;1;3;1;1;3;1;3;1;1;1;3;0;0;0;0;0;0;0;8;1;1;3;5;2;5;5;11;6;2;3;6;6;11;3;2;17;10;8;7;12;14;10;15;14;13;12;12;9;19;20;17;19;13;18;21;13;18;12;9;7;13;7;23
59;heuristic;26;372000;1;1;1;1;3;2;2;2;1;1;3;3;1;1;2;1;1;1;1;1;1;1;3;1;2;1;1;1;2;3;1;3;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;0;0;0;4;3;0;0;1;3;0;0;9;2;2;7;7;9;10;7;14;6;11;5;13;20;8;10;21;15;17;13;17;13;12;17;11;20;22;21;23;24;22;19;23;25;23;18;21;23;18;12;26
60;heuristic;25;334000;1;2;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;3;1;1;2;1;3;3;1;1;1;1;3;2;1;1;1;2;1;2;1;2;1;2;1;1;1;1;3;3;1;1;0;1;1;0;0;3;0;0;0;4;7;4;7;4;2;6;2;10;10;2;9;7;5;14;13;6;6;7;13;18;2;13;14;19;16;16;13;20;18;24;20;18;17;20;24;23;18;13;19;22;18;25
